epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/feat_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/feat_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
28,3404.83,0.71357,0.40121,0.86436,0.00966,0.31526,0.32518,0.31239,0.15322,1.89381,1.50532,1.61371,0,0.0086635,0.0086635,0.0086635,0.0086635
29,3526.21,0.69541,0.39371,0.8599,0.00989,0.33805,0.29469,0.30915,0.15226,1.90131,1.61696,1.6057,0,0.008614,0.008614,0.008614,0.008614
30,3647.68,0.68142,0.38602,0.85629,0.00988,0.31667,0.33215,0.31279,0.15211,1.89985,1.50316,1.64245,0,0.0085645,0.0085645,0.0085645,0.0085645
31,3769.05,0.67187,0.37863,0.85211,0.00951,0.33711,0.33426,0.31143,0.15284,1.89576,1.55751,1.63611,0,0.008515,0.008515,0.008515,0.008515
32,3890.45,0.65782,0.37101,0.84877,0.00967,0.32836,0.31944,0.31319,0.1558,1.87987,1.56191,1.60857,0,0.0084655,0.0084655,0.0084655,0.0084655
33,4011.83,0.64581,0.36677,0.84625,0.00945,0.3348,0.30744,0.31692,0.15987,1.89233,1.58514,1.65365,0,0.008416,0.008416,0.008416,0.008416
34,4133.23,0.63706,0.36151,0.84201,0.00963,0.36593,0.2891,0.31242,0.15356,1.91275,1.59419,1.65222,0,0.0083665,0.0083665,0.0083665,0.0083665
35,4254.6,0.62502,0.355,0.83923,0.00929,0.36088,0.29359,0.31029,0.15319,1.89718,1.53808,1.64228,0,0.008317,0.008317,0.008317,0.008317
36,4375.99,0.61652,0.35047,0.8367,0.00978,0.36043,0.28831,0.30665,0.15212,1.89745,1.63949,1.66433,0,0.0082675,0.0082675,0.0082675,0.0082675
37,4497.33,0.60894,0.34351,0.83478,0.00937,0.39497,0.29249,0.31202,0.15576,1.8889,1.58053,1.63022,0,0.008218,0.008218,0.008218,0.008218
38,4618.64,0.59701,0.33895,0.8319,0.00925,0.356,0.28002,0.3101,0.15755,1.88032,1.65639,1.64169,0,0.0081685,0.0081685,0.0081685,0.0081685
39,4740.12,0.58717,0.33564,0.83029,0.00942,0.36598,0.27464,0.30696,0.15365,1.88711,1.68899,1.64102,0,0.008119,0.008119,0.008119,0.008119
40,4861.6,0.57605,0.33175,0.82726,0.00902,0.36001,0.27788,0.31154,0.15806,1.8772,1.6648,1.65724,0,0.0080695,0.0080695,0.0080695,0.0080695
41,4983.13,0.57533,0.3284,0.82623,0.00893,0.34968,0.285,0.30619,0.15499,1.87196,1.6422,1.63718,0,0.00802,0.00802,0.00802,0.00802
42,5104.58,0.56272,0.3235,0.82334,0.00865,0.35782,0.28774,0.30989,0.15501,1.89437,1.64253,1.66134,0,0.0079705,0.0079705,0.0079705,0.0079705
43,5226,0.55805,0.3224,0.82208,0.00859,0.35443,0.28316,0.30291,0.15224,1.8964,1.67119,1.68291,0,0.007921,0.007921,0.007921,0.007921
44,5347.36,0.55276,0.31661,0.82137,0.00863,0.33634,0.29299,0.3062,0.15472,1.88439,1.65143,1.66895,0,0.0078715,0.0078715,0.0078715,0.0078715
45,5468.76,0.54261,0.31254,0.81831,0.0087,0.3808,0.28767,0.3077,0.15528,1.87959,1.61551,1.65857,0,0.007822,0.007822,0.007822,0.007822
46,5590.1,0.53557,0.31053,0.81685,0.0087,0.39532,0.27743,0.30834,0.15908,1.86951,1.69024,1.65993,0,0.0077725,0.0077725,0.0077725,0.0077725
47,5711.45,0.53013,0.30726,0.81553,0.00871,0.38115,0.2787,0.2988,0.15105,1.88461,1.69922,1.6528,0,0.007723,0.007723,0.007723,0.007723
48,5832.84,0.52142,0.3042,0.81415,0.00861,0.34016,0.29954,0.30471,0.15329,1.87895,1.70428,1.65786,0,0.0076735,0.0076735,0.0076735,0.0076735
49,5954.34,0.51811,0.3021,0.81292,0.00834,0.33087,0.28224,0.30363,0.15344,1.87474,1.68598,1.65949,0,0.007624,0.007624,0.007624,0.007624
50,6075.72,0.51339,0.29786,0.81129,0.00816,0.38107,0.26744,0.3072,0.15747,1.85323,1.64413,1.63786,0,0.0075745,0.0075745,0.0075745,0.0075745
51,6197.17,0.50404,0.29494,0.81023,0.00857,0.35507,0.29324,0.30734,0.15765,1.863,1.65412,1.65623,0,0.007525,0.007525,0.007525,0.007525
52,6318.58,0.49938,0.28969,0.80835,0.00841,0.34268,0.29071,0.3059,0.15479,1.86379,1.62455,1.66661,0,0.0074755,0.0074755,0.0074755,0.0074755
53,6440.03,0.48975,0.29051,0.80684,0.00819,0.34431,0.28813,0.30629,0.15594,1.86595,1.62305,1.67607,0,0.007426,0.007426,0.007426,0.007426
54,6561.4,0.48777,0.28534,0.80616,0.00829,0.33489,0.28427,0.30545,0.15583,1.85913,1.651,1.65207,0,0.0073765,0.0073765,0.0073765,0.0073765
55,6682.85,0.48137,0.28456,0.8041,0.00838,0.34466,0.27913,0.30171,0.15472,1.86701,1.68291,1.66944,0,0.007327,0.007327,0.007327,0.007327
